date,open,high,low,close,last,yesterday,volume,value,count
1404-02-31,11607,11607,11244,11492,11593,11372,17128587,196849387689,74
1404-02-30,11541,11700,11280,11372,11280,11606,3120251,35484129243,45
1404-02-29,11729,11730,11500,11606,11500,11533,3564902,41374653234,40
1404-02-28,11584,11600,11437,11533,11584,11469,1693252,19528855891,46
1404-02-27,11647,11786,11428,11469,11435,11610,558414,6404356107,34
1404-02-24,11620,11700,11539,11610,11570,11561,3914129,45443962461,38
1404-02-23,11520,11610,11520,11561,11569,11527,277162,3204248740,19
1404-02-22,11548,11573,11498,11527,11550,11274,559666,6451404815,28
1404-02-21,11403,11451,11241,11274,11274,11341,207225,2336160236,18
1404-02-20,11489,11489,11197,11341,11301,11361,434621,4928877723,26
1404-02-17,11476,11511,11355,11361,11370,11319,2016589,22909652028,29
1404-02-16,11371,11447,11296,11319,11368,11456,92349,1045311402,30
1404-02-15,11425,11571,11349,11456,11369,11355,26669,305523547,14
1404-02-14,11341,11499,11259,11355,11341,11319,40105,455398123,26
1404-02-13,11412,11412,11224,11319,11290,11428,125867,1424743672,38
1404-02-10,11380,11457,11337,11428,11419,11297,1459485,16679397083,47
1404-02-09,11207,11360,11205,11297,11289,11433,652126,7366847614,83
1404-02-08,11411,11524,11250,11433,11250,11369,260972,2983601567,60
1404-02-07,11365,11469,11269,11369,11341,11426,4060368,46162728173,224
1404-02-06,11395,11554,11330,11426,11480,11370,170361,1946531602,55
1404-02-03,11340,11470,11304,11370,11361,11329,393739,4476922420,57
1404-02-02,11383,11383,11212,11329,11360,11214,282866,3204565452,78
1404-02-01,11168,11322,11046,11214,11240,11167,409724,4594797103,98
1404-01-31,11181,11203,11040,11167,11154,10961,1516802,16938255625,136
1404-01-30,10724,10989,10724,10961,10860,10669,138921,1522775774,53
1404-01-27,10311,10749,10311,10669,10736,10629,731555,7805192865,64
1404-01-26,11126,10828,10481,10629,10581,10802,275039,2923525272,58
1404-01-25,10880,10906,10735,10802,10802,10666,185802,2007085814,61
1404-01-24,10395,10680,10395,10666,10679,10410,431571,4603196868,112
1404-01-23,10450,10534,10334,10410,10363,10343,429744,4473842199,49
1404-01-20,10504,10504,10285,10343,10330,10337,235373,2434440682,54
1404-01-19,10503,10503,10127,10337,10309,10199,188059,1943952831,75
1404-01-18,10142,10257,10089,10199,10089,10132,23571386,240405492040,124
1404-01-17,10139,10144,10060,10132,10139,10131,2410500,24423696792,128
1404-01-16,10216,10216,10041,10131,10135,10077,1503230,15229331473,345
1404-01-10,10123,10150,9979,10077,10060,9947,134952,1359973459,52
1404-01-09,9971,10040,9895,9947,10000,10038,385762,3837216199,53
1404-01-06,10169,10169,9963,10038,9963,10050,124327,1248011371,64
1404-01-05,9994,10200,9895,10050,10100,9987,421184,4232916751,70
1403-12-28,10047,10047,9926,9987,9979,10131,117600,1174508424,27
1403-12-27,10180,10180,10033,10131,10043,10096,547095,5542842250,71
1403-12-26,10064,10139,10059,10096,10108,10043,124861,1260610862,56
1403-12-25,9974,10086,9974,10043,10056,9961,221056,2219966963,64
1403-12-22,10022,10022,9881,9961,9965,9861,426725,4250652582,68
1403-12-21,9908,9908,9836,9861,9838,9932,77200,761257081,34
1403-12-20,9933,10060,9899,9932,9910,9894,113412,1126453760,38
1403-12-19,9899,9974,9858,9894,9887,9978,376039,3720650777,76
1403-12-18,10187,10187,9926,9978,9969,10069,542866,5416547705,85
1403-12-15,10237,10237,10005,10069,10093,10078,1320905,13299597689,111
1403-12-14,10101,10174,10027,10078,10080,10091,1334728,13450801271,116
1403-12-13,10196,10217,10031,10091,10093,10236,1939677,19573077906,167
1403-12-12,10290,10290,10164,10236,10219,10228,360792,3693095712,105
1403-12-11,10230,10269,10202,10228,10217,10230,322205,3295500540,116
1403-12-08,10240,10249,10145,10230,10221,10241,5343614,54663314766,301
1403-12-07,10202,10290,10173,10241,10258,10188,3280562,33597110223,213
1403-12-06,10111,10281,10111,10188,10220,10154,1545824,15748571330,220
1403-12-05,10120,10199,10082,10154,10152,10060,873334,8867988304,176
1403-12-04,10274,10274,9813,10060,10056,10116,8306981,83570747019,663
1403-12-01,10065,10148,10001,10116,10070,9993,30751171,311088670689,882
1403-11-30,10000,10039,9800,9993,10000,10000,2885264,28831132246,204
1403-11-07,10000,10000,10000,10000,10000,10000,2690474,26904740000,925
1403-11-06,10000,10000,10000,10000,10000,10000,4436876,44368760000,1124
1403-11-03,10000,10000,10000,10000,10000,10000,245869962,2458699620000,3780
1403-11-02,10000,10000,10000,10000,10000,10000,436134732,4361347320000,1288
