date,open,high,low,close,last,yesterday,volume,value,count
1404-02-31,7930,7960,7930,7950,7930,8170,1763439,13987415940,107
1404-02-30,8200,8290,7810,8170,7810,8050,5985231,48904362920,368
1404-02-29,8220,8220,7930,8050,8100,7990,2613624,21042121050,143
1404-02-28,7770,8010,7770,7990,8010,7780,2426346,19397701300,87
1404-02-27,7720,7880,7610,7780,7780,7720,2506997,19504594460,167
1404-02-24,7920,7920,7640,7720,7680,7790,1857660,14336100290,195
1404-02-23,7990,7990,7790,7790,7850,7780,251949,1981196780,51
1404-02-22,7780,7780,7770,7780,7780,7560,7563812,58846229360,118
1404-02-21,7880,7970,7520,7560,7520,7750,1901818,14368509710,126
1404-02-20,7900,7910,7450,7750,7830,7680,3648920,28295892920,476
1404-02-17,7680,7680,7680,7680,7680,7460,2606387,20017052160,58
1404-02-16,7460,7460,7340,7460,7460,7250,2311896,17244980160,77
1404-02-15,7110,7310,6970,7250,7310,7100,3960293,28715125680,145
1404-02-14,7330,7330,7060,7100,7120,7270,2027686,14394090070,257
1404-02-13,7400,7450,7220,7270,7230,7440,3415742,24830128690,1748
1404-02-10,7490,7600,7250,7440,7530,7380,2624424,19531170920,363
1404-02-09,7390,7550,7350,7380,7350,7570,2424090,17890144800,177
1404-02-08,7750,7750,7390,7570,7450,7610,716323,5370184040,227
1404-02-07,7600,7650,7420,7610,7630,7620,211457,1586676410,46
1404-02-06,7550,7700,7510,7620,7630,7650,909115,6891706220,84
1404-02-03,7490,7950,7490,7650,7700,7720,4818657,36839459550,276
1404-02-02,7610,7690,7570,7720,7570,7800,682288,5166020470,91
1404-02-01,7890,7900,7440,7800,7550,7670,3577314,27893276200,357
1404-01-31,7650,7680,7500,7670,7680,7460,8215867,62996162550,302
1404-01-30,7480,7520,7270,7460,7350,7310,4788904,35748348530,488
1404-01-27,7390,7460,7140,7310,7380,7290,791047,5815748560,86
1404-01-26,7380,7380,7160,7290,7160,7380,1118369,8066088190,234
1404-01-25,7440,7440,7360,7380,7440,7230,1601620,11899836660,153
1404-01-24,7190,7250,7190,7230,7250,7040,2004319,14516668730,54
1404-01-23,6990,7200,6990,7040,7120,7020,560032,3980046840,72
1404-01-20,7050,7110,6970,7020,7100,7180,1767424,12343532520,132
1404-01-19,7300,7300,7170,7180,7280,7090,938680,6844398230,77
1404-01-18,7000,7190,6920,7090,7190,7070,1402557,9968272400,245
1404-01-17,7070,7070,6890,7070,7060,6870,3243430,22930204200,128
1404-01-16,7030,7030,7030,6870,7030,6830,481501,3384952030,30
1404-01-10,7020,7020,7020,6830,7020,6820,128094,899219880,14
1404-01-09,6890,6890,6890,6820,6890,6690,1479189,10191612210,35
1404-01-06,6850,6850,6850,6690,6850,6660,360757,2471185450,18
1404-01-05,6810,6810,6810,6660,6810,6620,446712,3042108720,12
1403-12-28,6590,6790,6450,6620,6790,6600,2930830,19402497500,168
1403-12-27,6460,6660,6420,6600,6620,6610,396320,2597237550,58
1403-12-26,6690,6690,6620,6610,6690,6500,1325261,8865926090,73
1403-12-25,6680,6680,6680,6500,6680,6490,83677,558962360,18
1403-12-22,6470,6610,6440,6490,6610,6420,834670,5503950900,65
1403-12-21,6420,6590,6410,6420,6410,6600,3188604,20466852380,288
1403-12-20,6700,6700,6570,6600,6570,6770,1860639,12233480890,82
1403-12-19,6710,6870,6700,6770,6700,6900,1408057,9437404930,91
1403-12-18,6950,6950,6730,6900,6750,6930,581058,3951150630,180
1403-12-15,6820,7110,6820,6930,6950,6940,427954,2940949970,117
1403-12-14,6950,7100,6930,6940,6930,7140,2242675,15574855910,110
1403-12-13,7000,7100,6990,7140,6990,7200,675705,4730811950,59
1403-12-12,7170,7330,7150,7200,7200,7180,516424,3753073100,67
1403-12-11,7290,7310,7200,7180,7230,7170,381016,2762934080,69
1403-12-08,7260,7260,7060,7170,7100,7270,1306216,9302005580,338
1403-12-07,7430,7440,7210,7270,7210,7430,2590555,18828094930,421
1403-12-06,7470,7590,7300,7430,7300,7470,1691767,12555564340,257
1403-12-05,7470,7470,7360,7470,7400,7470,638194,4757328480,33
1403-12-04,7700,7700,7360,7470,7380,7510,1098480,8162525620,298
1403-12-01,7510,7600,7410,7510,7500,7510,608587,4564988670,139
1403-11-30,7510,7600,7480,7510,7480,7510,271574,2041895290,79
1403-11-29,7700,7710,7530,7510,7590,7490,497559,3763294700,106
1403-11-28,7490,7560,7490,7490,7540,7720,7606625,56974338130,291
1403-11-27,7560,7560,7560,7720,7560,7790,601851,4549993560,527
1403-11-23,8010,8010,7710,7790,7710,7940,1638048,12724567520,802
1403-11-21,8010,8060,7800,7940,7870,7940,4179874,33167564760,812
1403-11-17,7940,7950,7730,7940,7950,7720,4169021,33111106200,225
1403-11-16,7860,7860,7860,7720,7860,7640,708998,5572724280,44
1403-11-15,7370,7730,7370,7640,7730,7510,1688132,12930794370,165
1403-11-14,7580,7630,7490,7510,7580,7460,956205,7233730500,239
1403-11-13,7560,7570,7420,7460,7540,7460,596308,4450140950,228
1403-11-10,7570,7570,7410,7460,7520,7400,1632797,12208845380,488
1403-11-08,7680,7680,7350,7400,7380,7540,6035138,44676426710,3056
1403-11-07,7700,7720,7480,7540,7480,7530,1271741,9588097860,178
1403-11-06,7550,7680,7480,7530,7630,7460,966275,7340891430,129
1403-11-03,7450,7460,7390,7460,7460,7250,5876666,43810879330,155
1403-11-02,7270,7390,7180,7250,7280,7250,383265,2774323580,130
1403-11-01,7280,7430,7160,7250,7200,7270,727257,5243006360,445
1403-10-30,7220,7440,7200,7270,7250,7260,574430,4190299350,203
1403-10-29,7520,7520,7180,7260,7210,7400,2054728,14912860100,584
1403-10-26,7640,7650,7280,7400,7340,7500,1484106,10936336990,148
1403-10-24,7450,7590,7420,7500,7490,7520,1274825,9552127940,663
1403-10-23,7410,7630,7410,7520,7440,7620,1471136,11018644300,491
1403-10-22,7900,7950,7510,7620,7600,7740,2099033,16003294220,1415
1403-10-19,7850,7850,7620,7740,7850,7630,3309970,25617389640,263
1403-10-18,7590,7640,7520,7630,7640,7420,2644971,20182125990,157
1403-10-17,7390,7520,7350,7420,7490,7390,1938562,14393486940,182
1403-10-16,7430,7470,7330,7390,7420,7430,2906476,21490040890,260
1403-10-15,7380,7480,7280,7430,7470,7270,3437945,25529324320,359
1403-10-12,7180,7390,7140,7270,7200,7180,3042622,22109845210,493
1403-10-11,7330,7350,7070,7180,7140,7230,2562268,18398547920,308
1403-10-10,7200,7480,7080,7230,7280,7290,1975186,14280749760,199
1403-10-09,7420,7420,7060,7290,7110,7210,3434255,25044341210,564
1403-10-08,7300,7300,7300,7210,7300,7090,1165594,8508836200,61
1403-10-05,7220,7220,7220,7090,7220,7010,820410,5923360200,95
1403-10-04,6920,7050,6920,7010,7050,6850,1685571,11880109900,93
1403-10-03,6610,6940,6610,6850,6920,6800,5661938,38780152960,312
1403-10-02,6830,6950,6790,6800,6810,6990,2593933,17626244700,153
1403-09-26,8200,8200,7920,7950,7920,8160,11720308,93181433970,770
1403-09-25,8330,8330,8000,8160,8000,8090,8429563,68762194810,685
1403-09-24,8090,8090,8070,8090,8090,7860,3074732,24864626410,104
1403-09-21,7980,7980,7680,7860,7970,7760,2331572,18337425170,144
1403-09-20,7770,7770,7520,7760,7700,7550,6707037,52024749850,233
1403-09-19,7700,7700,7700,7550,7700,7480,605570,4662889000,38
1403-09-18,7450,7670,7430,7480,7570,7650,4092316,30601669120,286
1403-09-17,7750,7900,7630,7650,7630,7860,6281684,48054349440,249
1403-09-14,7900,8010,7780,7860,7810,7950,10661971,83786901310,596
1403-09-13,8100,8110,7850,7950,7870,7890,1855188,14757435630,282
1403-09-12,7770,7900,7770,7890,7900,7670,4583032,36179556040,138
1403-09-11,7760,7770,7580,7670,7770,7550,6586750,50494385290,310
1403-09-10,7560,7560,7450,7550,7490,7340,13750197,103762405750,487
1403-09-07,7340,7500,7150,7340,7440,7290,2948486,21656550600,179
1403-09-06,7580,7580,7140,7290,7270,7360,9309026,67881548960,358
